,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
45,rock'n roll,2017-02-15,"Comédie, Comédie dramatique",2h 03min,Guillaume Canet,"Guillaume Canet, Philippe Lefebvre","Guillaume Canet, Marion Cotillard, Gilles Lellouche",France,Pathé,Box Office France,630004,"3,3","2,7",1326317.0,17900000.0
46,avatar,2009-12-16,"Science fiction, Aventure",2h 42min,James Cameron,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver",U.S.A.,The Walt Disney Company France,Box Office France,2648596,"4,3","4,3",4280601.0,237000000.0
47,where the crawdads sing,2022-08-17,"Drame, Thriller",2h 05min,Olivia Newman,Lucy Alibar,"Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson",U.S.A.,Sony Pictures Releasing France,Box Office France,110381,"2,6","4,0",115627.0,24000000.0
48,le bleu du caftan,2023-03-22,"Drame, Romance",2h 02min,Maryam Touzani,Maryam Touzani,"Lubna Azabal, Saleh Bakri, Ayoub Missioui",France,Ad Vitam,Box Office France,54381,"3,8","4,3",140979.0,0.0
49,65 - la terre d'avant,2023-03-15,"Science fiction, Thriller, Action",1h 33min,Scott Beck,"Bryan Woods, Scott Beck, Bryan Woods","Adam Driver, Ariana Greenblatt, Chloe Coleman",U.S.A.,Sony Pictures Releasing France,Box Office France,187043,"2,0","2,0",65512.0,45000000.0
50,inception,2010-07-21,"Science fiction, Thriller",2h 28min,Christopher Nolan,Christopher Nolan,"Leonardo DiCaprio, Marion Cotillard, Elliot Page",U.S.A.,Warner Bros. France,Box Office France,1305534,"4,1","4,5",3783086.0,160000000.0
51,barbaque,2021-10-27,Comédie,1h 28min,Fabrice Eboué,"Fabrice Eboué, Vincent Solignac","Fabrice Eboué, Marina Foïs, Nicolas Lumbreras",France,Apollo Films / TF1 Studio,Box Office France,126252,"3,3","3,6",233691.0,0.0
52,vaincre ou mourir,2023-01-25,"Historique, Action",1h 40min,Vincent Mottez,"Paul Mignot, Vincent Mottez","Hugo Becker, Rod Paradot, Gilles Cohen",France,Saje Distribution,Box Office France,23152,"1,3","3,9",173629.0,0.0
53,reste un peu,2022-11-16,Comédie,1h 33min,Gad Elmaleh,"Gad Elmaleh, Benjamin Charbit","Gad Elmaleh, Régine Elmaleh, David Elmaleh",France,StudioCanal,Box Office France,152695,"3,7","3,3",203094.0,0.0
54,"simone, le voyage du siècle",2022-10-12,"Biopic, Drame",2h 20min,Olivier Dahan,Olivier Dahan,"Elsa Zylberstein, Rebecca Marder, Élodie Bouchez",France,Warner Bros. France,Box Office France,486242,"3,1","4,1",228611.0,0.0
55,midsommar,2019-07-31,Epouvante-horreur,2h 27min,Ari Aster,Ari Aster,"Florence Pugh, Jack Reynor, Will Poulter",U.S.A.,Metropolitan FilmExport,Box Office France,61418,"3,7","3,5",202264.0,9000000.0
56,black adam,2022-10-19,"Action, Fantastique, Aventure",2h 05min,Jaume Collet-Serra,"Adam Sztykiel, Rory Haines","Dwayne Johnson, Aldis Hodge, Pierce Brosnan",U.S.A.,Warner Bros. France,Box Office France,713308,"2,1","2,9",127786.0,200000000.0
57,l'astronaute,2023-02-15,Comédie dramatique,1h 50min,Nicolas Giraud,"Nicolas Giraud, Stéphane Cabel","Nicolas Giraud, Mathieu Kassovitz, Hélène Vincent",France,Orange Studio Distribution / Diaphana Distribution,Box Office France,35020,"3,5","3,9",161310.0,0.0
58,ich bin dein mensch,2022-06-22,"Romance, Science fiction, Comédie, Drame",1h 45min,Maria Schrader,"Maria Schrader, Jan Schomburg","Maren Eggert, Dan Stevens, Sandra Hüller",Allemagne,Haut et Court,Box Office France,16932,"3,1","3,7",76820.0,0.0
59,harry potter à l'école des sorciers,2001-12-05,"Fantastique, Aventure, Famille",2h 32min,Chris Columbus,Steve Kloves,"Daniel Radcliffe, Rupert Grint, Emma Watson",U.S.A.,Warner Bros. France,Box Office France,2316734,"3,7","4,1",2067906.0,125000000.0
60,top gun: maverick,2022-05-25,Action,2h 11min,Joseph Kosinski,"Christopher McQuarrie, Ehren Kruger","Tom Cruise, Miles Teller, Jennifer Connelly",U.S.A.,Paramount Pictures France,Box Office France,1529608,"3,7","4,3",2331023.0,170000000.0
61,hokusai,2023-04-26,"Drame, Biopic, Historique",1h 30min,Hajime Hashimoto,Len Kawahara,"Yûya Yagira, Min Tanaka, Hiroshi Abe",Japon,Art House,Box Office France,52791,"3,2","3,3",188166.0,0.0
62,bullet train,2022-08-03,"Action, Thriller",2h 07min,David Leitch,Zak Olkewicz,"Brad Pitt, Joey King, Aaron Taylor-Johnson",U.S.A.,Sony Pictures Releasing France,Box Office France,491067,"3,2","3,9",358804.0,90000000.0
63,terrible jungle,2020-07-29,"Aventure, Comédie",1h 31min,Hugo Benamozig,"David Caviglioli, Hugo Benamozig, David Caviglioli","Catherine Deneuve, Vincent Dedienne, Alice Belaïdi",France,Apollo Films,Box Office France,83427,"3,7","2,0",149535.0,0.0
64,en corps,2022-03-30,"Comédie dramatique, Drame, Comédie",1h 58min,Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena","Marion Barbeau, Hofesh Shechter, Denis Podalydès",France,StudioCanal,Box Office France,332971,"3,4","4,1",322035.0,7780000.0
65,une belle course,2022-09-21,"Comédie dramatique, Drame, Comédie",1h 31min,Christian Carion,Cyril Gely,"Line Renaud, Dany Boon, Alice Isaaz",France,Pathé,Box Office France,180034,"3,1","3,9",69214.0,0.0
66,l'innocent,2022-10-12,Comédie,1h 40min,Louis Garrel,"Louis Garrel, Tanguy Viel","Roschdy Zem, Anouk Grinberg, Noémie Merlant",France,Ad Vitam,Box Office France,192906,"4,1","3,9",242321.0,4000000.0
67,evil dead rise,2023-04-19,"Epouvante-horreur, Fantastique",1h 37min,Lee Cronin,Lee Cronin,"Lily Sullivan, Alyssa Sutherland, Morgan Davies",U.S.A.,Metropolitan FilmExport,Box Office France,235926,"3,1","2,9",118122.0,15000000.0
68,joker,2019-10-09,Drame,2h 02min,Todd Phillips,"Todd Phillips, Scott Silver","Joaquin Phoenix, Robert De Niro, Zazie Beetz",U.S.A.,Warner Bros. France,Box Office France,1576425,"4,1","4,4",1095425.0,55000000.0
69,kurak günler,2023-04-26,"Drame, Thriller",2h 08min,Emin Alper,Emin Alper,"Selahattin Paşalı, Ekin Koç, Erol Babaoğlu",Turquie,Memento Distribution,Box Office France,45633,"3,7","3,9",133500.0,0.0
70,un homme idéal,2015-03-18,Thriller,1h 37min,Yann Gozlan,"Yann Gozlan, Guillaume Lemans","Pierre Niney, Ana Girardot, André Marcon",France,Mars Films,Box Office France,337525,"3,2","3,8",872504.0,0.0
71,la chambre des merveilles,2023-03-15,Comédie dramatique,1h 38min,Lisa Azuelos,"Fabien Suarez, Juliette Sales","Alexandra Lamy, Muriel Robin, Hugo Questel",France,SND,Box Office France,298308,"3,5","3,9",214620.0,0.0
72,a noiva,2023-06-28,Drame,1h 21min,Sérgio Tréfaut,Sérgio Tréfaut,"Joana Bernardo, Hugo Bentes, Lola Dueñas",Portugal,Alfama Films,Box Office France,298,"2,9","2,1",2746.0,0.0
74,insidious,2011-06-15,Epouvante-horreur,1h 42min,James Wan,Leigh Whannell,"Patrick Wilson, Rose Byrne, Ty Simpkins",U.S.A.,Wild Bunch Distribution,Box Office France,193688,"3,2","3,5",2472418.0,1500000.0
75,sage-homme,2023-03-15,Comédie dramatique,1h 40min,Jennifer Devoldere,"Jennifer Devoldere, Cécile Sellam","Karin Viard, Melvin Boomer, Steve Tientcheu",France,Warner Bros. France,Box Office France,279606,"3,6","4,0",96517.0,5180000.0
76,scream vi,2023-03-08,Epouvante-horreur,2h 02min,Matt Bettinelli-Olpin,"Tyler Gillett, James Vanderbilt, Guy Busick","Melissa Barrera, Jenna Ortega, Courteney Cox",U.S.A.,Paramount Pictures France,Box Office France,464821,"2,4","3,1",307849.0,35000000.0
77,goutte d'or,2023-03-01,Drame,1h 38min,Clément Cogitore,Clément Cogitore,"Karim Leklou, Jawad Outouia, Elyes Dkhissi",France,Diaphana Distribution,Box Office France,27639,"3,8","3,2",113381.0,0.0
78,everything everywhere all at once,2022-08-31,"Action, Comédie, Drame, Science fiction, Arts Martiaux",2h 19min,Daniel Scheinert,"Daniel Kwan, Daniel Scheinert, Daniel Kwan","Michelle Yeoh, Ke Huy Quan, Jamie Lee Curtis",U.S.A.,Pathé Live,Box Office France,132121,"3,9","3,5",310040.0,25000000.0
79,little women,2020-01-01,"Romance, Drame",2h 15min,Greta Gerwig,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh",U.S.A.,Sony Pictures Releasing France,Box Office France,242663,"3,7","3,8",683153.0,40000000.0
80,joyland,2022-12-28,"Drame, Romance",2h 06min,Saim Sadiq,Saim Sadiq,"Ali Junejo, Alina Khan, Sania Saeed",Pakistan,Condor Distribution,Box Office France,32996,"3,9","4,1",97167.0,0.0
81,c.r.a.z.y.,2006-05-03,Drame,2h 07min,Jean-Marc Vallée,"François Boulay, Jean-Marc Vallée","Michel Côté, Marc-André Grondin, Émile Vallée",Canada,L'Atelier Distribution,Box Office France,91203,"3,8","3,8",310634.0,0.0
82,derb,2023-05-24,Drame,1h 30min,Hadi Mohaghegh,Hadi Mohaghegh,"Hadi Mohaghegh, Mohammad Eghbali",Iran,Bodega Films,Box Office France,8528,"4,0","3,6",9815.0,0.0
83,attention au départ !,2021-08-18,Comédie,1h 33min,Benjamin Euvrard,"Benjamin Euvrard, Charly De Witte","André Dussollier, Jérôme Commandeur, Jonathan Lambert",France,SND,Box Office France,102498,"3,0","2,3",137289.0,0.0
84,mission: impossible - ghost protocol,2011-12-14,"Action, Espionnage, Thriller",2h 13min,Brad Bird,"Josh Appelbaum, André Nemec","Tom Cruise, Jeremy Renner, Simon Pegg",U.S.A.,Paramount Pictures France,Box Office France,827046,"3,9","3,8",3058802.0,145000000.0
86,la nuit du 12,2022-07-13,"Thriller, Policier",1h 54min,Dominik Moll,"Dominik Moll, Gilles Marchand","Bastien Bouillon, Bouli Lanners, Théo Cholbi",France,Haut et Court,Box Office France,96667,"4,4","4,1",283299.0,0.0
87,un homme heureux,2023-02-15,Comédie,1h 29min,Tristan Séguéla,"Guy Laurent, Isabelle Lazard","Fabrice Luchini, Catherine Frot, Philippe Katerine",France,Gaumont Distribution,Box Office France,233008,"3,1","2,9",86880.0,0.0
88,beau is afraid,2023-04-26,"Comédie, Aventure, Drame",2h 59min,Ari Aster,Ari Aster,"Joaquin Phoenix, Nathan Lane, Amy Ryan",U.S.A.,ARP Sélection,Box Office France,35019,"3,6","3,3",146637.0,35000000.0
89,dune,2021-09-15,"Science fiction, Drame",2h 36min,Denis Villeneuve,"Jon Spaihts, Denis Villeneuve","Timothée Chalamet, Rebecca Ferguson, Oscar Isaac",U.S.A.,Warner Bros. France,Box Office France,1030687,"4,0","4,3",590004.0,165000000.0
90,ouistreham,2022-01-12,Drame,1h 47min,Emmanuel Carrère,"Emmanuel Carrère, Hélène Devynck","Juliette Binoche, Hélène Lambert, Léa Carne",France,Memento Distribution,Box Office France,126975,"3,5","4,0",228201.0,0.0
91,apaches,2023-03-29,"Drame, Historique, Policier",1h 35min,Romain Quirot,Romain Quirot,"Alice Isaaz, Niels Schneider, Rod Paradot",Belgique,Tandem,Box Office France,33659,"2,8","2,9",117557.0,0.0
92,dungeons & dragons: honor among thieves,2023-04-12,"Fantastique, Aventure",2h 14min,Jonathan Goldstein (XII),"John Francis Daley, Jonathan Goldstein (XII), John Francis Daley","Chris Pine, Michelle Rodriguez, Regé-Jean Page",U.S.A.,Paramount Pictures France,Box Office France,420168,"3,3","3,8",98041.0,151000000.0
93,la dernière reine,2023-04-19,"Historique, Drame",1h 50min,Damien Ounouri,"Adila Bendimerad, Damien Ounouri, Adila Bendimerad","Adila Bendimerad, Dali Benssalah, Mohamed Tahar Zaoui",Algérie,Jour2fête,Box Office France,21049,"3,8","4,1",123893.0,0.0
94,la cage dorée,2013-04-24,Comédie,1h 31min,Ruben Alves,"Ruben Alves, Jean-André Yerles","Rita Blanco, Joaquim de Almeida, Roland Giraud",Portugal,Pathé,Box Office France,288750,"3,5","3,9",934415.0,7000000.0
95,nightmare alley,2022-01-19,"Drame, Thriller",2h 31min,Guillermo del Toro,"Guillermo del Toro, Kim Morgan","Bradley Cooper, Cate Blanchett, Toni Collette",U.S.A.,The Walt Disney Company France,Box Office France,142309,"3,8","3,8",347143.0,60000000.0
96,la la land,2017-01-25,"Comédie musicale, Romance",2h 08min,Damien Chazelle,Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend",U.S.A.,SND,Box Office France,754534,"4,4","4,2",1639036.0,30000000.0
97,the lost city of z,2017-03-15,Aventure,2h 21min,James Gray,James Gray,"Charlie Hunnam, Sienna Miller, Tom Holland",U.S.A.,StudioCanal,Box Office France,150045,"4,5","3,9",661049.0,30000000.0
98,mascarade,2022-11-01,Comédie dramatique,2h 14min,Nicolas Bedos,Nicolas Bedos,"Pierre Niney, Isabelle Adjani, François Cluzet",France,Pathé,Box Office France,91498,"2,5","3,6",175192.0,14000000.0
99,the unbearable weight of massive talent,2022-04-20,"Action, Comédie",1h 48min,Tom Gormican,"Tom Gormican, Kevin Etten","Nicolas Cage, Pedro Pascal, Alessandra Mastronardi",U.S.A.,Metropolitan FilmExport,Box Office France,57763,"3,1","3,1",161725.0,30000000.0
100,see how they run,2022-09-14,"Comédie, Policier",1h 38min,Tom George,Mark Chappell,"Sam Rockwell, Saoirse Ronan, Adrien Brody",Grande-Bretagne,The Walt Disney Company France,Box Office France,56893,"2,8","2,9",31876.0,40000000.0
101,the fabelmans,2023-02-22,"Biopic, Drame",2h 31min,Steven Spielberg,"Steven Spielberg, Tony Kushner","Gabriel LaBelle, Michelle Williams, Paul Dano",U.S.A.,Universal Pictures International France,Box Office France,367332,"4,9","4,3",325050.0,40000000.0
102,life of pi,2012-12-19,"Aventure, Drame",2h 05min,Ang Lee,David Magee,"Suraj Sharma, Irrfan Khan, Adil Hussain",U.S.A.,Twentieth Century Fox France,Box Office France,426112,"3,6","4,1",1482092.0,120000000.0
103,ambulance,2022-03-23,"Thriller, Action",2h 16min,Michael Bay,Chris Fedak,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza Gonzalez",U.S.A.,Universal Pictures International France,Box Office France,142412,"3,1","2,7",189094.0,40000000.0
104,sauver ou périr,2018-11-28,Drame,1h 56min,Frédéric Tellier,"David Oelhoffen, Frédéric Tellier","Pierre Niney, Anaïs Demoustier, Chloé Stefani",France,Mars Films,Box Office France,338929,"3,3","4,1",906686.0,0.0
105,interstellar,2014-11-05,"Science fiction, Drame",2h 49min,Christopher Nolan,"Jonathan Nolan, Christopher Nolan","Matthew McConaughey, Anne Hathaway, Michael Caine",U.S.A.,Warner Bros. France,Box Office France,1071360,"3,8","4,5",2356624.0,165000000.0
107,the pope's exorcist,2023-05-10,"Epouvante-horreur, Biopic, Fantastique",1h 43min,Julius Avery,"Evan Spiliotopoulos, Michael Petroni","Russell Crowe, Daniel Zovatto, Alex Essoe",U.S.A.,Sony Pictures Releasing France,Box Office France,155555,"2,9","2,8",64027.0,18000000.0
108,zillion,2023-06-21,"Drame, Biopic",2h 18min,Robin Pront,Robin Pront,"Jonas Vermeulen, Matteo Simoni, Charlotte Timmers",Belgique,CGR EVENTS,Box Office France,278,"2,9","3,6",3391.0,7492030.0
109,suzume no tojimari,2023-04-12,"Animation, Aventure, Drame",2h 02min,Makoto Shinkai,Makoto Shinkai,"Lévanah Solomon, Nanoka Hara, Benjamin Jungers",Japon,Eurozoom,Box Office France,181032,"3,8","4,2",63363.0,0.0
110,tirailleurs,2023-01-04,"Drame, Historique, Guerre",1h 40min,Mathieu Vadepied,"Olivier Demangel, Mathieu Vadepied","Omar Sy, Alassane Diong, Jonas Bloquet",France,Gaumont Distribution,Box Office France,456751,"3,3","2,5",137676.0,0.0
111,mon crime,2023-03-08,"Comédie dramatique, Policier, Judiciaire, Drame, Comédie",1h 43min,François Ozon,François Ozon,"Nadia Tereszkiewicz, Rebecca Marder, Isabelle Huppert",France,Gaumont Distribution,Box Office France,427391,"4,0","3,9",162516.0,13700000.0
112,green book,2019-01-23,"Drame, Biopic",2h 10min,Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie","Viggo Mortensen, Mahershala Ali, Linda Cardellini",U.S.A.,Metropolitan FilmExport,Box Office France,288777,"4,0","4,5",1391794.0,23000000.0
113,triangle of sadness,2022-09-28,"Drame, Comédie",2h 29min,Ruben Östlund,Ruben Östlund,"Harris Dickinson, Charlbi Dean Kriek, Woody Harrelson",Suède,Bac Films,Box Office France,179786,"3,2","3,8",498125.0,15600000.0
114,c'est tout pour moi,2017-11-29,Comédie dramatique,1h 43min,Nawell Madani,"Ludovic Colbeau-Justin, Nawell Madani, Ali Boughéraba","Nawell Madani, François Berléand, Mimoun Benabderrahmane",France,UGC Distribution,Box Office France,250306,"3,0","3,6",692756.0,0.0
115,nos jours heureux,2006-06-28,Comédie,1h 43min,Eric Toledano,"Olivier Nakache, Olivier Nakache, Eric Toledano","Jean-Paul Rouve, Marilou Berry, Omar Sy",France,SND,Box Office France,252982,"3,4","3,8",695971.0,7508646.0
116,les choses simples,2023-02-22,Comédie,1h 35min,Eric Besnard,Eric Besnard,"Lambert Wilson, Grégory Gadebois, Marie Gillain",France,SND,Box Office France,222130,"2,7","3,8",106287.0,5950000.0
117,mon inconnue,2019-04-03,"Comédie, Romance",1h 58min,Hugo Gélin,"Hugo Gélin, Igor Gotesman","François Civil, Joséphine Japy, Benjamin Lavernhe",France,Mars Films,Box Office France,209564,"3,9","4,1",814861.0,7950000.0
118,petit pays,2020-08-28,Drame,1h 53min,Eric Barbier,"Jean-Paul Rouve, Eric Barbier","Jean-Paul Rouve, Djibril Vancoppenolle, Dayla De Medina",France,Pathé,Box Office France,101776,"3,7","3,8",328097.0,0.0
119,mission: impossible - rogue nation,2015-08-12,"Action, Espionnage",2h 12min,Christopher McQuarrie,Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg",U.S.A.,Paramount Pictures France,Box Office France,1233768,"3,7","3,9",851416.0,150000000.0
120,deux moi,2019-09-11,Drame,1h 50min,Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena","Ana Girardot, François Civil, Camille Cottin",France,StudioCanal,Box Office France,238161,"3,7","3,5",968174.0,0.0
121,moka,2016-08-17,Drame,1h 30min,Frédéric Mermoud,"Frédéric Mermoud, Antonin Martin-Hilbert","Emmanuelle Devos, Nathalie Baye, David Clavel",France,Pyramide Distribution,Box Office France,85331,"3,2","3,0",312622.0,0.0
122,spider-man: into the spider-verse,2018-12-12,"Animation, Action, Famille",1h 57min,Bob Persichetti,"Peter Ramsey, Rodney Rothman, Phil Lord, Rodney Rothman","Stéphane Bak, Shameik Moore, Jake Johnson (XVI)",U.S.A.,Sony Pictures Releasing France,Box Office France,218728,"4,2","4,4",621955.0,90000000.0
123,john wick: chapter 4,2023-03-22,Action,2h 50min,Chad Stahelski,"Michael Finch, Shay Hatten","Keanu Reeves, Donnie Yen, Bill Skarsgård",U.S.A.,Metropolitan FilmExport,Box Office France,411048,"3,6","3,9",190133.0,90000000.0
124,x,2022-11-02,Epouvante-horreur,1h 45min,Ti West,Ti West,"Mia Goth, Jenna Ortega, Martin Henderson",U.S.A.,Kinovista,Box Office France,31224,"3,9","3,0",307849.0,10000000.0
125,plancha,2022-10-26,Comédie,1h 38min,Eric Lavaine,"Eric Lavaine, Héctor Cabello Reyes","Lambert Wilson, Franck Dubosc, Guillaume De Tonquédec",France,StudioCanal,Box Office France,271193,"2,1","2,3",223563.0,0.0
126,alibi.com 2,2023-02-08,Comédie,1h 28min,Philippe Lacheau,"Philippe Lacheau, Pierre Lacheau","Philippe Lacheau, Élodie Fontan, Tarek Boudali",France,StudioCanal,Box Office France,81100,"3,0","3,9",587040.0,0.0
127,mauvaises herbes,2018-11-21,Comédie,1h 40min,Kheiron, Kheiron," Kheiron, Catherine Deneuve, André Dussollier",France,Mars Films,Box Office France,201117,"3,4","4,1",481325.0,0.0
128,knor,2023-06-28,"Animation, Famille, Aventure",1h 10min,Mascha Halberstad,Fiona van Heemstra,"Hiba Ghafry, Matsen Montsma, Kees Prins",Pays-Bas,The Jokers / Les Bookmakers,Box Office France,6286,"3,4","2,3",7449.0,0.0
129,the aviator,2005-01-26,"Biopic, Drame, Historique",2h 45min,Martin Scorsese,John Logan,"Leonardo DiCaprio, Cate Blanchett, John C. Reilly",U.S.A.,TFM Distribution,Box Office France,640883,"4,0","3,8",292797.0,110000000.0
130,le parfum vert,2022-12-21,"Comédie, Policier",1h 41min,Nicolas Pariser,Nicolas Pariser,"Sandrine Kiberlain, Vincent Lacoste, Rüdiger Vogler",France,Diaphana Distribution,Box Office France,80190,"3,5","2,3",129678.0,7800000.0
131,titanic,1998-01-07,"Drame, Romance",3h 14min,James Cameron,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane",U.S.A.,The Walt Disney Company France,Box Office France,498212,"4,9","4,3",3346162.0,200000000.0
132,à la belle étoile,2023-02-22,"Comédie, Drame",1h 50min,Sébastien Tulard,Cédric Ido,"Riadh Belaïche, Loubna Abidar, Christine Citti",France,Bac Films,Box Office France,67974,"2,9","3,7",177447.0,0.0
133,nezouh,2023-06-21,Drame,1h 43min,Soudade Kaadan,Soudade Kaadan,"Kinda Aloush, Hala Zein, Samir Almasri",Syrie,Pyramide Distribution,Box Office France,3771,"3,0","3,0",70368.0,0.0
134,les petites victoires,2023-03-01,Comédie,1h 30min,Mélanie Auffret,"Michaël Souhaité, Mélanie Auffret","Michel Blanc, Julia Piaton, Lionel Abelanski",France,Zinc Film,Box Office France,250360,"3,6","3,9",130702.0,5460000.0
135,le nouveau jouet,2022-10-19,Comédie,1h 52min,James Huth,"James Huth, Sonja Shillito","Jamel Debbouze, Daniel Auteuil, Simon Faliu",France,Sony Pictures Releasing France,Box Office France,271139,"3,5","2,5",205949.0,0.0
136,mademoiselle chambon,2009-10-14,"Drame, Romance",1h 41min,Stéphane Brizé,"Stéphane Brizé, Florence Vignon","Vincent Lindon, Sandrine Kiberlain, Aure Atika",France,Rezo Films,Box Office France,165891,"3,7","3,2",290523.0,0.0
137,spy,2015-06-17,"Comédie, Action",2h 00min,Paul Feig,Paul Feig,"Melissa McCarthy, Jason Statham, Jude Law",U.S.A.,Twentieth Century Fox France,Box Office France,249389,"3,0","3,5",502395.0,65000000.0
138,stars at noon,2023-06-14,"Drame, Romance, Thriller",2h 17min,Claire Denis,"Claire Denis, Léa Mysius","Margaret Qualley, Joe Alwyn, Benny Safdie",France,Ad Vitam,Box Office France,13094,"2,5","2,1",86313.0,0.0
140,omar la fraise,2023-05-24,Drame,1h 32min,Elias Belkeddar,"Elias Belkeddar, Jérôme Pierrat","Reda Kateb, Benoît Magimel, Meriem Amiar",France,StudioCanal,Box Office France,140144,"3,4","2,9",188941.0,5490000.0
141,j'accuse,2019-11-13,"Drame, Historique, Thriller",2h 12min,Roman Polanski,"Robert Harris (II), Roman Polanski","Jean Dujardin, Louis Garrel, Emmanuelle Seigner",France,Gaumont Distribution,Box Office France,501228,"4,0","3,8",746877.0,25300000.0
142,"indiana jones and the kingdom of the crystal skull
",2008-05-21,"Aventure, Action",2h 03min,Steven Spielberg,"David Koepp, George Lucas","Harrison Ford, Shia LaBeouf, Karen Allen",U.S.A.,Paramount Pictures France,Box Office France,1674041,"3,0","3,1",2825145.0,185000000.0
143,the hunt,2020-06-22,"Action, Thriller",1h 31min,Craig Zobel,"Damon Lindelof, Nick Cuse","Betty Gilpin, Hilary Swank, Wayne Duvall",U.S.A.,Universal Pictures International France,Box Office France,19864,"3,2","3,0",270591.0,14000000.0
144,fumer fait tousser,2022-11-30,Comédie,1h 20min,Quentin Dupieux,Quentin Dupieux,"Gilles Lellouche, Vincent Lacoste, Anaïs Demoustier",France,Gaumont Distribution,Box Office France,87446,"3,2","2,7",159300.0,6009575.0
145,je verrai toujours vos visages,2023-03-29,Drame,1h 58min,Jeanne Herry,Jeanne Herry,"Adèle Exarchopoulos, Dali Benssalah, Leïla Bekhti",France,StudioCanal,Box Office France,282292,"4,1","4,4",411827.0,0.0
146,marinette,2023-06-07,Biopic,1h 36min,Virginie Verrier,Virginie Verrier,"Garance Marillier, Emilie Dequenne, Alban Lenoir",France,The Jokers / Les Bookmakers,Box Office France,26273,"3,0","3,8",103858.0,5500000.0
147,avatar: the way of water,2022-12-14,"Science fiction, Aventure, Fantastique, Action",3h 12min,James Cameron,"James Cameron, Rick Jaffa","Sam Worthington, Zoe Saldana, Sigourney Weaver",U.S.A.,The Walt Disney Company France,Box Office France,2739848,"4,1","4,2",926514.0,460000000.0
148,knights of the zodiac,2023-05-24,"Aventure, Action, Fantastique",1h 52min,Tomasz Baginski,"Kiel Murray, Josh Campbell"," Mackenyu, Famke Janssen, Sean Bean",Japon,Sony Pictures Releasing France,Box Office France,41841,"1,5","1,6",69197.0,60000000.0
149,la nuit du verre d’eau,2023-06-14,"Drame, Romance",1h 23min,Carlos Chahine,Carlos Chahine,"Marilyne Naaman, Antoine Merheb Harb, Nathalie Baye",France,JHR Films / Jour2Fête,Box Office France,12657,"2,6","3,6",118974.0,1200000.0
150,jeanne du barry,2023-05-16,"Drame, Historique, Romance",1h 56min,Maïwenn," Maïwenn, Teddy Lussi-Modeste"," Maïwenn, Johnny Depp, Benjamin Lavernhe",France,Le Pacte,Box Office France,45029,"3,1","3,6",306631.0,0.0
151,marcel the shell with shoes on,2023-06-14,"Animation, Comédie, Famille",1h 30min,Dean Fleischer-Camp,"Dean Fleischer-Camp, Nick Paley","Jenny Slate, Dean Fleischer-Camp, Isabella Rossellini",U.S.A.,L'Atelier Distribution,Box Office France,7514,"3,8","4,0",16437.0,0.0
152,les trois mousquetaires: d'artagnan,2023-04-05,"Aventure, Historique",2h 01min,Martin Bourboulon,"Alexandre De La Patellière, Matthieu Delaporte","François Civil, Vincent Cassel, Romain Duris",France,Pathé,Box Office France,1007159,"3,7","4,0",413411.0,27500000.0
153,the super mario bros. movie,2023-04-05,"Animation, Famille, Comédie",1h 32min,Aaron Horvath,"Michael Jelenic, Matthew Fogel","Pierre Tessier, Chris Pratt, Jérémie Covillault",U.S.A.,Universal Pictures International France,Box Office France,1866914,"3,1","4,1",387089.0,100000000.0
154,the boogeyman,2023-05-31,"Epouvante-horreur, Thriller",1h 39min,Rob Savage,"Mark Heyman, Scott Beck","Chris Messina, Sophie Thatcher, Vivien Lyra Blair",U.S.A.,The Walt Disney Company France,Box Office France,101134,"3,2","2,7",55125.0,41900000.0
155,la sirène,2023-06-28,"Animation, Drame",1h 41min,Sepideh Farsi,Javad Djavahery,"Mina Kavani, Hadmidreza Djavdan",France,Bac Films,Box Office France,3933,"3,5","3,7",85820.0,0.0
156,l'île rouge,2023-05-31,Drame,1h 57min,Robin Campillo,Robin Campillo,"Nadia Tereszkiewicz, Quim Gutiérrez, Charlie Vauselle",France,Memento Distribution,Box Office France,55090,"3,5","2,7",175390.0,6570000.0
157,fifi,2023-06-14,Comédie dramatique,1h 48min,Jeanne Aslan,"Paul Saintillan, Jeanne Aslan, Paul Saintillan","Céleste Brunnquell, Quentin Dolmaire, Ilan Schermann",France,New Story,Box Office France,17284,"3,6","3,9",130618.0,0.0
158,rheingold,2023-06-28,"Biopic, Musical, Drame",2h 18min,Fatih Akın,Fatih Akın,"Emilio Sakraya, Mona Pirzad, Hussein Eliraqui",Allemagne,Pathé,Box Office France,11672,"3,0","3,4",6329.0,0.0
