,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris
6169,lara,2020-02-26,Drame,1h 38min,Jan-Ole Gerster,Blaž Kutin,"Corinna Harfouch, Tom Schilling, André Jung",Allemagne,KMBO,Box Office France,13 790,"3,7","3,6",230148,0,7.25,5.64,9.58,6.11,5.94
6170,sultan,2016-07-06,"Bollywood, Drame",2h 50min,Ali Abbas Zafar,Aditya Chopra,"Marrese Crump, Salman Khan, Anushka Sharma",Inde,Aanna Films,Box Office France,3 612,"3,8",--,15664,0,21.36,18.16,20.1,21.55,19.97
6171,grass,2018-12-19,Drame,1h 06min,Hong Sang-Soo,Hong Sang-Soo,"Kim Min-Hee, Jin-yeong Jeong, Saebyuk Kim",Corée du Sud,Les Acacias,Box Office France,5 839,"3,3","2,9",100921,0,17.75,8.0,11.71,9.01,9.02
6172,zwischen welten,2014-12-03,Drame,1h 38min,Feo Aladag,Feo Aladag,"Ronald Zehrfeld, Mohsin Ahmady, Saida Barmaki",Allemagne,Eurozoom,Box Office France,1 101,"3,1","3,4",25185,0,12.96,2.97,5.35,4.25,3.21
6173,white shadow,2015-03-11,Drame,1h 55min,Noaz Deshe,"Noaz Deshe, James Masson","Hamisi Bazili, James Gayo, Salum Abdallah",Tanzanie,Premium Films,Box Office France,850,"3,9","3,4",136739,0,8.78,5.75,9.37,9.74,8.04
6174,le pied nickelé,2022-06-08,Comédie,1h 38min,Jean-Loup Martin,"Chantal Gerlier-Martin, Jean-Loup Martin","René Collombat, Serge Papagalli, Louise Cor",France,Panoceanic Films,Box Office France,17,"2,6",--,2645,0,20.37,17.8,22.21,18.43,20.41
6175,el rey de todo el mundo,2022-11-23,"Drame, Musical",1h 35min,Carlos Saura,Carlos Saura,"Ana de la Reguera, Manuel Garcia-Rulfo, Isaac Hernández",Espagne,Eurozoom,Box Office France,1 140,"3,0","3,3",2881,0,15.98,7.59,9.56,7.65,8.09
6176,les particules,2019-06-05,"Drame, Fantastique",1h 38min,Blaise Harrison,"Blaise Harrison, Mariette Désert","Thomas Daloz, Néa Lüders, Salvatore Ferro",France,Les Films du Losange,Box Office France,5 849,"3,1","2,3",121944,0,16.74,13.99,16.48,15.76,14.45
6177,paradis perdu,2012-07-04,Drame,1h 33min,Eve Deboise,Eve Deboise,"Pauline Etienne, Olivier Rabourdin, Florence Thomassin",France,Epicentre Films,Box Office France,2 187,"2,8","2,5",110381,0,21.43,18.46,19.67,21.86,20.18
6178,le mentor,2013-04-10,Drame,1h 23min,Jean-Pierre Mocky,"Jean-Pierre Mocky, André Ruellan","Jean-Pierre Mocky, Solène Hebert, Clovis Fouin",France,Panoceanic Films,Box Office France,897,"3,6",--,13449,0,13.38,11.79,14.56,13.56,12.0
6179,wajib,2018-02-14,Drame,1h 36min,Annemarie Jacir,Annemarie Jacir,"Mohammad Bakri, Saleh Bakri, Maria Zreik",Palestine,Pyramide Distribution,Box Office France,17 915,"3,5","3,6",198892,0,6.09,4.13,9.91,4.75,4.65
6180,maudit!,2021-11-17,"Drame, Fantastique",1h 17min,Emmanuel Parraud,Emmanuel Parraud,"Farouk Saidi, Aldo Dolphin, Marie Lanfroy",France,DHR distribution / A Vif Cinemas,Box Office France,497,"2,9","2,8",4280,0,14.72,8.09,8.16,5.36,5.98
6181,"nico, 1988",2018-04-18,"Drame, Biopic, Musical",1h 34min,Susanna Nicchiarelli,Susanna Nicchiarelli,"Trine Dyrholm, John Gordon Sinclair, Anamaria Marinca",Italie,Kinovista / New Story,Box Office France,2 504,"3,5","3,2",89663,0,17.75,16.44,19.24,19.22,17.86
6182,et mon coeur transparent,2018-05-16,"Thriller, Drame",1h 26min,Raphaël Vital-Durand,"David Vital-Durand, Stéphane Miquel, Raphaël Vital-Durand","Julien Boisselier, Caterina Murino, Serge Riaboukine",France,Destiny Films,Box Office France,11 030,"3,1","3,1",311170,0,16.43,14.9,17.05,15.34,14.84
6183,léa,2011-07-06,Drame,1h 33min,Bruno Rolland,"Anne Azoulay, Jihane Chouaib","Anne Azoulay, Ginette Garcin, Eric Elmosnino",France,Zelig Films Distribution,Box Office France,1 069,"2,6","2,4",215044,0,21.6,16.93,20.32,23.91,19.86
6185,30 beats,2012-03-21,"Comédie, Romance",1h 28min,Alexis Lloyd,Alexis Lloyd,"Ingeborga Dapkunaite, Jason Day, Vahina Giocante",France,Studio 37 / Latitude 49,Box Office France,1 553,"1,9","2,7",411424,0,13.36,12.78,14.6,13.4,14.04
6187,la clinique de l'amour !,2012-06-27,Comédie,1h 23min,Artus de Penguern,"Artus de Penguern, Gabor Rassov","Bruno Salomone, Héléna Noguerra, Artus de Penguern",France,Rezo Films,Box Office France,47 212,"3,4","2,5",788872,0,21.25,17.32,21.47,22.37,19.07
6189,goodnight soldier,2022-06-29,Drame,1h 37min,Hiner Saleem,"Hiner Saleem, Véronique Wüthrich","Galyar Nerway, Dilin Doger, Alend Hazim",France,Jour2fête,Box Office France,3 088,"2,9","3,2",50147,0,21.41,19.26,18.44,22.0,21.37
6190,io e te,2013-09-18,Drame,1h 37min,Bernardo Bertolucci,"Bernardo Bertolucci, Niccolò Ammaniti","Jacopo Olmo Antinori, Tea Falco, Sonia Bergamasco",Italie,KMBO,Box Office France,5 746,"3,3","3,5",53203,0,20.7,16.82,17.7,15.78,15.21
6191,"l'ami, françois d'assise et ses frères",2016-12-28,"Historique, Drame",1h 27min,Renaud Fely,"Arnaud Louvet, Arnaud Louvet, Renaud Fely","Jérémie Renier, Elio Germano, Yannick Renier",France,Haut et Court,Box Office France,16 591,"3,2","3,1",209906,0,11.01,-0.13,3.49,-0.11,-0.19
6192,chien de garde,2018-11-14,Drame,1h 27min,Sophie Dupuis,Sophie Dupuis,"Jean-Simon Leduc, Théodore Pellerin, Maude Guérin",Canada,Fratel Films,Box Office France,870,"3,0","3,0",27164,0,14.72,5.1,10.02,6.44,6.05
6193,gaza mon amour,2021-10-06,"Comédie, Drame",1h 28min,Arab Nasser,"Tarzan Nasser, Arab Nasser, Tarzan Nasser","Salim Daw, Hiam Abbass, Maisa Abd Elhadi",France,Dulac Distribution,Box Office France,15 130,"3,4","3,3",90733,0,18.02,11.17,14.46,11.58,12.88
6195,yasha-ga-ike,2021-09-22,"Drame, Fantastique",2h 04min,Masahiro Shinoda,"Haruhiko Mimura, Takeshi Tamura","Tamasaburo Bando, Go Kato, Tsutomu Yamazaki",Japon,Carlotta Films,Box Office France,827,"3,0",--,1770,0,20.8,15.93,18.81,16.16,15.09
6197,the ugly duckling,2011-11-02,Animation,1h 14min,Garri Bardine,Garri Bardine,"Vladimir Kachan, Yuliya Rutberg, Svetlana Stepchenko",Russie,KMBO,Box Office France,6 641,"3,6","3,2",203547,0,19.1,12.28,13.35,13.33,12.52
6201,mumu,2010-03-24,Comédie,1h 30min,Joël Seria,Joël Seria,"Sylvie Testud, Baltazar Dejean de la Bâtie, Jean-François Balmer",France,Gebeka Films,Box Office France,24 559,"2,8","2,5",98559,0,11.57,11.15,12.08,11.13,11.51
6202,wolfy ! et les loups en délire,2021-07-14,"Animation, Famille",0h 37min,Natalia Malykhina,"Marion Jamault, Michaël Journolleau","Aurélien Osinski, Aurélien Osinski, Clovis Béziès-Gros",Norvège,Les Films du Whippet,Box Office France,4 969,"3,7","3,1",87069,0,22.72,21.22,24.02,18.96,21.38
6203,"nannerl, la soeur de mozart",2010-06-09,Drame,2h 00min,René Féret,René Féret,"Marie Féret, Marc Barbé, Delphine Chuillot",France,JML Distribution,Box Office France,22 593,"3,4","2,3",90390,0,18.67,15.38,16.63,20.38,17.98
6204,retour à la vie,2015-03-04,Drame,1h 29min,Ilaria Borrelli,"Guido Freddi, Ilaria Borrelli, Guido Freddi","Ilaria Borrelli, Philippe Caroit, Setha Moniroth",Italie,Destiny Films,Box Office France,282,"2,0","3,6",39291,0,7.35,5.59,9.45,5.49,6.21
6206,my big fat greek wedding 2,2016-03-30,"Comédie, Romance",1h 34min,Kirk Jones (II),Nia Vardalos,"Nia Vardalos, John Corbett, Lainie Kazan",U.S.A.,Metropolitan FilmExport,Box Office France,23 626,"3,0","2,3",111512,18000000,11.75,10.59,10.83,12.92,11.39
6209,comment j'ai rencontré mon père,2017-06-07,Comédie,1h 25min,Maxime Motte,"Maxime Motte, David Charhon","François-Xavier Demaison, Isabelle Carré, Albert Delpy",France,SND,Box Office France,25 217,"3,3","2,3",97781,0,21.01,17.98,19.39,23.71,20.99
6211,l'âge atomique,2012-11-28,Drame,1h 08min,Helena Klotz,Helena Klotz,"Elliott Paquet, Dominik Wojcik, Niels Schneider",France,NiZ !,Box Office France,1 355,"3,4","2,2",639867,0,12.73,3.73,5.72,2.52,3.67
6212,razzhimaya kulaki,2022-02-23,Drame,1h 36min,Kira Kovalenko,"Kira Kovalenko, Anton Yarush","Milana Aguzarova, Alik Karaev, Soslan Khugaev",Russie,ARP Sélection,Box Office France,11 271,"3,9","3,3",111748,0,7.53,6.17,10.24,6.77,6.47
6213,théo et les métamorphoses,2022-03-09,Comédie dramatique,1h 36min,Damien Odoul,Damien Odoul,"Théo Kermel, Pierre Meunier, Ayumi Roux",France,Wild Bunch Distribution,Box Office France,969,"3,3","2,2",4274,0,9.99,9.56,11.54,9.89,8.97
6214,in fabric,2019-11-20,"Thriller, Epouvante-horreur, Comédie, Drame, Fantastique",1h 58min,Peter Strickland,Peter Strickland,"Sidse Babett Knudsen, Marianne Jean-Baptiste, Julian Barratt",Grande-Bretagne,Tamasa Distribution,Box Office France,187,"3,2","2,9",8417,0,15.65,5.39,9.31,7.99,8.56
6215,mater,2021-06-02,Drame,1h 37min,Jure Pavlović,Jure Pavlović,"Daria Lorenci, Neva Rosic, Vera Zima",Croatie,Damned Distribution,Box Office France,333,"3,5","3,2",36681,0,19.55,18.13,19.85,19.49,18.29
6216,on-gaku: our sound,2021-05-19,"Animation, Drame",1h 11min,Kenji Iwaisawa,Kenji Iwaisawa,"Shintarô Sakamoto, Ren Komai, Tomoya Maeno",Japon,Eurozoom,Box Office France,1 007,"3,7","3,2",5214,0,14.15,11.96,13.39,13.61,11.81
6219,un bacio,2017-04-26,Comédie dramatique,1h 44min,Ivan Cotroneo,"Ivan Cotroneo, Monica Rametta","Rimau Grillo Ritzberger, Valentina Romani, Leonardo Pazzagli",Italie,Optimale Distribution,Box Office France,415,"2,9","4,0",12208,0,11.08,8.4,12.14,8.55,9.33
6220,le dernier coup de marteau,2015-03-11,Drame,1h 23min,Alix Delaporte,Alix Delaporte,"Romain Paul, Clotilde Hesme, Grégory Gadebois",France,Pyramide Distribution,Box Office France,50 952,"3,6","3,4",239784,0,8.78,5.75,9.37,9.74,8.04
6221,friends with kids,2012-08-01,"Comédie, Drame, Romance",1h 46min,Jennifer Westfeldt,Jennifer Westfeldt,"Adam Scott, Jennifer Westfeldt, Jon Hamm",U.S.A.,Metropolitan FilmExport,Box Office France,65 517,"2,2","2,4",374287,0,20.4,17.09,18.65,19.08,16.16
6223,milla,2018-04-25,Drame,2h 08min,Valérie Massadian,Valérie Massadian,"Séverine Jonckeere, Luc Chessel, Ethan Jonckeere",France,JHR Films,Box Office France,1 425,"3,6","2,8",16541,0,12.9,11.77,11.69,13.6,10.42
6225,les chants de mandrin,2012-01-25,"Historique, Aventure, Drame",1h 37min,Rabah Ameur-Zaïmeche,Rabah Ameur-Zaïmeche,"Jacques Nolot, Christian Milia-Darmezin, Kenji Levan",France,MK2 Diffusion,Box Office France,6 061,"3,6","2,4",43218,0,4.19,3.26,4.5,5.6,3.57
6226,francisco: el padre jorge,2016-09-28,"Biopic, Drame",1h 44min,Beda Docampo Feijóo,"Eduardo Giana, Beda Docampo Feijóo","Dario Grandinetti, Silvia Abascal, Laura Novoa",Argentine,Saje Distribution,Box Office France,36 996,"2,9","3,4",153500,0,20.47,15.21,17.45,16.01,14.68
6229,"tirez la langue, mademoiselle",2013-09-04,Comédie dramatique,1h 42min,Axelle Ropert,Axelle Ropert,"Louise Bourgoin, Cédric Kahn, Laurent Stocker",France,Pyramide Distribution,Box Office France,52 096,"3,6","2,1",231721,0,21.23,17.75,17.29,19.96,15.16
6230,"muere, monstruo, muere",2019-05-15,"Thriller, Fantastique",1h 39min,Alejandro Fadel,Alejandro Fadel,"Victor Lopez (II), Esteban Bigliardi, Tania Casciani",Argentine,UFO Distribution,Box Office France,4 844,"2,9","1,7",58050,0,15.57,12.7,15.81,13.95,15.38
6232,qui c'est les plus forts ?,2015-06-03,Comédie,1h 43min,Charlotte De Turckheim,"Clément Koch, Charlotte De Turckheim","Alice Pol, Audrey Lamy, Bruno Sanches",France,Wild Bunch Distribution,Box Office France,77 422,"3,0","2,7",773329,0,20.87,14.2,22.17,25.21,19.78
6233,tudo que aprendemos juntos,2016-06-22,"Drame, Musical",1h 43min,Sérgio Machado,"Maria Adelaide Amaral, Marcelo Gomes","Lázaro Ramos, Kaique de Jesus, Elzio Vieira",Brésil,Jour2fête,Box Office France,22 615,"3,3","4,0",194727,0,21.34,18.94,20.45,23.65,18.68
6234,elvis & nixon,2016-07-20,"Comédie, Historique, Biopic",1h 27min,Liza Johnson,"Joey Sagal, Hanala Sagal","Michael Shannon, Kevin Spacey, Alex Pettyfer",U.S.A.,Warner Bros. France,Box Office France,28 311,"3,4","3,1",353279,85000000,23.62,20.28,21.84,24.94,22.03
6236,mickey and the bear,2020-02-12,Drame,1h 29min,Annabelle Attanasio,Annabelle Attanasio,"Camila Morrone, James Badge Dale, Calvin Demba",U.S.A.,Wayna Pitch,Box Office France,2 159,"3,4","3,6",18436,0,8.92,7.49,10.26,9.22,10.62
6239,west,2014-11-05,Drame,1h 42min,Christian Schwochow,Heide Schwochow,"Jördis Triebel, Tristan Göbel, Alexander Scheer",Allemagne,Dulac Distribution,Box Office France,25 102,"3,3","3,3",179412,20000000,15.84,8.29,9.11,7.83,8.96
6240,über uns das all,2012-04-18,Drame,1h 28min,Jan Schomburg,Jan Schomburg,"Sandra Hüller, Georg Friedrich, Felix Knopp",Allemagne,Dulac Distribution,Box Office France,20 644,"2,9","3,2",684069,0,10.47,7.7,9.56,10.63,8.47
6241,cassos,2012-06-13,Comédie,1h 23min,Philippe Carrèse,Philippe Carrèse,"Didier Bénureau, Simon Astier, Agnès Soral",France,Art Cinefeel,Box Office France,1 354,"2,7","2,3",70423,0,18.36,15.86,18.08,20.84,13.04
6242,nahid,2016-02-24,Drame,1h 44min,Ida Panahandeh,"Ida Panahandeh, Arsalan Amiri","Sareh Bayat, Pejman Bazeghi, Navid Mohammadzadeh",Iran,Memento Distribution,Box Office France,34 297,"3,8","3,4",48824,0,5.14,2.55,6.57,4.72,3.88
6243,moffie,2021-07-07,"Drame, Romance, Guerre",1h 48min,Oliver Hermanus,"Oliver Hermanus, Jack Sidey","Kai Luke Brummer, Mark Elderkin, Michael Kirch",Afrique du Sud,Outplay Films,Box Office France,266,"2,9","3,5",58515,0,20.32,18.34,19.48,18.88,17.9
6245,post tenebras lux,2013-05-08,Drame,1h 53min,Carlos Reygadas,Carlos Reygadas,"Nathalia Acevedo, Rut Reygadas, Eleazar Reygadas",France,Le Pacte,Box Office France,1 733,"2,6","2,6",107285,0,14.56,11.44,14.29,14.33,13.75
6246,the warriors gate,2017-03-22,"Fantastique, Action, Aventure",1h 49min,Matthias Hoene,"Robert Mark Kamen, Luc Besson","Uriah Shelton, Ni Ni, Mark Chao",France,EuropaCorp Distribution,Box Office France,3 844,"2,3",--,56270,0,11.56,9.14,12.7,11.39,12.57
6250,die welt wird eine andere sein,2021-08-11,Drame,1h 59min,Anne Zohra Berrached,Stefanie Misrahi,"Canan Kir, Roger Azar, Özay Fecht",Allemagne,Haut et Court,Box Office France,1 724,"3,4","3,1",31597,0,24.11,21.36,21.35,22.83,23.0
6253,le fils de joseph,2016-04-20,Drame,1h 55min,Eugène Green,Eugène Green,"Victor Ezenfis, Natacha Régnier, Fabrizio Rongione",France,Les Films du Losange,Box Office France,13 050,"3,9","2,3",38525,0,12.13,9.14,13.09,12.85,9.56
6254,l'attesa,2015-12-16,Drame,1h 40min,Piero Messina,"Giacomo Bendotti, Ilaria Macchia","Juliette Binoche, Lou de Laâge, Giorgio Colangeli",France,Bellissima Films,Box Office France,9 345,"2,6","3,0",69881,0,19.66,11.99,12.07,10.77,12.47
6255,taipei story,2017-04-12,Comédie dramatique,1h 59min,Edward Yang,"Edward Yang, Hou Hsiao-Hsien","Hou Hsiao-Hsien, Su-yun Ko, Tsai Chin",Taïwan,Carlotta Films,Box Office France,3 034,"4,3","3,2",8515,0,12.42,9.65,14.26,12.61,10.58
6256,volubilis,2018-09-19,Drame,1h 46min,Faouzi Bensaïdi,Faouzi Bensaïdi,"Mouhcine Malzi, Nadia Kounda, Abdelhadi Talbi",Maroc,ASC Distribution,Box Office France,740,"3,1","3,2",21592,0,21.37,15.22,18.26,19.37,16.0
6257,un soupçon d'amour,2020-09-09,Drame,1h 32min,Paul Vecchiali,Paul Vecchiali,"Marianne Basler, Fabienne Babe, Jean-Philippe Puymartin",France,Epicentre Films,Box Office France,2 317,"3,6","2,3",15716,0,24.93,17.53,23.66,23.1,23.35
6258,la tendresse,2013-10-02,Comédie dramatique,1h 22min,Marion Hänsel,Marion Hänsel,"Olivier Gourmet, Marilyne Canto, Adrien Jolivet",France,Epicentre Films,Box Office France,4 195,"2,7","1,9",23575,0,21.37,14.57,18.11,16.61,17.54
6259,cesare deve morire,2012-10-17,Drame,1h 16min,Paolo Taviani,"Vittorio Taviani, Paolo Taviani, Vittorio Taviani","Cosimo Rega, Salvatore Striano, Giovanni Arcuri",Italie,Bellissima Films,Box Office France,17 728,"4,0","3,8",146982,0,20.98,14.32,15.44,17.76,15.4
6260,mirage,2019-12-25,"Thriller, Drame",1h 30min,Christophe Beaucourt,Christophe Beaucourt,"Charles Sereis, Jérémie Haïk, Taga Addams",France,Cinéma Saint-André des Arts,Box Office France,12,"1,6",--,6517,0,14.45,4.11,7.53,4.06,4.55
6262,souvenir,2016-12-21,"Romance, Drame",1h 34min,Bavo Defurne,"Jacques Boon, Bavo Defurne","Isabelle Huppert, Kévin Azaïs, Johan Leysen",France,ARP Sélection,Box Office France,26 809,"3,1","2,8",243125,0,15.8,6.55,10.41,5.09,5.96
6263,il se passe quelque chose,2018-08-15,Drame,1h 43min,Anne Alix,"Anne Alix, Alexis Galmot","Lola Dueñas, Bojena Horackova, Serge Geairain",France,Shellac,Box Office France,3 521,"3,1","2,5",129300,0,23.63,18.46,22.87,22.86,20.96
6265,mila,2022-04-13,"Comédie, Drame",1h 30min,Christos Nikou,"Christos Nikou, Stavros Raptis","Aris Servetalis, Sofia Georgovassili, Anna Kalaitzidou",Grèce,Bodega Films,Box Office France,414,"2,9","3,3",3626,0,14.31,13.94,14.2,13.95,14.48
6266,historia de la meva mort,2013-10-23,"Fantastique, Drame",2h 28min,Albert Serra,Albert Serra,"Vicenç Altaió i Morral, Lluis Serrat Masanellas, Eliseu Huertas",Espagne,Les Bookmakers / Capricci Films,Box Office France,820,"3,0","2,4",10837,0,21.09,14.76,16.4,16.3,14.99
6267,l'estate di giacomo,2012-07-04,Drame,1h 18min,Alessandro Comodin,Alessandro Comodin,"Giacomo Zulian, Stefania Comodin, Barbara Colombo",Italie,NiZ !,Box Office France,1 653,"3,6","1,6",40011,0,21.43,18.46,19.67,21.86,20.18
6268,americano,2011-11-30,"Drame, Aventure",1h 45min,Mathieu Demy,Mathieu Demy,"Mathieu Demy, Salma Hayek, Geraldine Chaplin",France,Bac Films,Box Office France,15 521,"3,2","2,5",376573,0,16.86,6.15,10.78,10.84,8.51
6270,paskutine atostogu diena,2020-09-02,"Drame, Famille, Romance",1h 06min,Arūnas Žebriūnas,"Arūnas Žebriūnas, Yuriy Nagibin","Lina Braknyte, Valeriy Zubarev, Bronius Babkauskas",Lituanie,Ed Distribution,Box Office France,639,"4,1","3,2",8299,0,22.8,17.36,19.66,19.98,21.0
6271,10 jours en or,2012-01-11,Comédie dramatique,1h 35min,Nicolas Brossette,Nicolas Brossette,"Franck Dubosc, Claude Rich, Marie Kremer",France,Metropolitan FilmExport,Box Office France,70 663,"2,4","2,3",953549,0,2.75,4.82,2.38,1.08,3.49
6276,film socialisme,2010-05-19,Drame,1h 42min,Jean-Luc Godard,Jean-Luc Godard,"Catherine Tanvier, Christian Sinniger, Agatha Couture",France,Wild Bunch Distribution,Box Office France,8 955,"3,2","1,8",648014,0,18.74,16.98,20.26,16.77,19.71
6277,los fuertes,2022-05-04,"Drame, Romance",1h 38min,Omar Zúñiga Hidalgo,Omar Zúñiga Hidalgo,"Samuel González, Antonio Altamirano, Marcela Salinas",Chili,Optimale Distribution,Box Office France,1 715,"3,0","3,6",3412,0,16.46,15.1,16.45,16.71,16.04
6278,barash,2017-08-02,"Comédie dramatique, Romance",1h 22min,Michal Vinik,Michal Vinik,"Sivan Noam Shimon, Hadas Jade Sakori, Dvir Benedek",Israël,Optimale Distribution,Box Office France,937,"2,8","3,2",24413,0,23.31,18.23,22.06,23.42,21.82
6280,city of war: the story of john rabe,2011-04-27,"Historique, Drame, Biopic",2h 15min,Florian Gallenberger,Florian Gallenberger,"Ulrich Tukur, Daniel Brühl, Steve Buscemi",France,Aramis Films / Albany films,Box Office France,15 090,"2,8","3,5",133479,20000000,14.9,13.65,16.97,14.49,12.38
6281,lola pater,2017-08-09,Comédie dramatique,1h 35min,Nadir Moknèche,Nadir Moknèche,"Fanny Ardant, Tewfik Jallab, Nadia Kaci",France,ARP Sélection,Box Office France,46 456,"3,4","3,4",88580,0,21.42,17.06,21.17,19.6,17.26
6282,108 rois-démons,2015-01-21,"Animation, Aventure, Famille",1h 44min,Pascal Morelli,"Pascal Morelli, Jean Pêcheux","Sylvain Mounier, Lucien Jean-Baptiste, Melissa Cornu",France,Gebeka Films,Box Office France,19 218,"3,2","2,9",173114,0,2.6,1.92,2.85,1.93,2.31
6285,shahr - eziba,2012-07-11,Drame,1h 41min,Asghar Farhadi,Asghar Farhadi,"Hossein Farzi Zadeh, Taraneh Alidoosti, Babak Ansari",Iran,Memento Distribution,Box Office France,17 633,"3,8","4,0",293443,Erreur lors de la requête API 2.,18.8,15.97,17.9,17.55,14.6
6287,gangs of wasseypur - part 1,2012-07-25,"Action, Bollywood",2h 40min,Anurag Kashyap,"Anurag Kashyap, Akhilesh Jaiswal","Manoj Bajpai, Tigmanshu Dhulia, Piyush Mishra",Inde,Happiness Distribution,Box Office France,5 359,"4,1","3,5",51383,1400000,23.62,19.09,24.32,23.11,21.57
6288,espíritu sagrado,2022-07-06,"Science fiction, Comédie, Drame",1h 37min,Chema Garcia Ibarra,Chema Garcia Ibarra,"Nacho Fernández, Llum Arques, Joanna Valverde",Espagne,La Fabrica Nocturna Cinéma,Box Office France,774,"3,2","3,1",2487,1370000,23.66,19.65,26.55,22.6,22.49
6289,9 doigts,2018-03-21,Thriller,1h 39min,Francois-Jacques Ossang,Francois-Jacques Ossang,"Paul Hamy, Damien Bonnard, Pascal Greggory",France,Les Bookmakers / Capricci Films,Box Office France,1 740,"3,2","2,4",23654,0,7.94,5.89,7.84,5.69,8.29
6290,the sapphires,2012-08-08,"Comédie, Drame, Comédie musicale",1h 43min,Harvey Weinstein,"Wayne Blair, Keith Thompson, Tony Briggs","Chris O'Dowd, Deborah Mailman, Jessica Mauboy",Australie,Diaphana Distribution,Box Office France,35 786,"2,9","3,8",355848,9000000,24.08,20.0,26.28,21.1,21.01
6293,l'apprenti père noël,2010-11-24,"Animation, Comédie",1h 18min,Luc Vinciguerra,Alexandre Révérend,"Line Renaud, Julie Gayet, Isabelle Mergault",France,Gaumont Distribution,Box Office France,106 505,"2,9","3,4",1023857,0,10.0,-0.79,3.77,-0.37,0.4
6294,red jungle,2022-06-22,Animation,1h 32min,Juan José Lozano,"Zoltan Horvath, Juan José Lozano, Antoine Germa","Álvaro Bayona, Vera Mercado, Patricia Tamayo",Suisse,New Story,Box Office France,2 575,"3,3","2,9",52303,0,20.25,17.73,18.54,20.51,19.48
6296,la résistance de l'air,2015-06-17,Drame,1h 43min,Fred Grivois,"Fred Grivois, Thomas Bidegain","Reda Kateb, Ludivine Sagnier, Johan Heldenbergh",France,Gaumont Distribution,Box Office France,20 716,"2,6","2,9",358705,0,19.48,14.07,21.0,19.11,18.2
6297,le jour de la grenouille,2012-09-12,Drame,1h 28min,Beatrice Pollet,Beatrice Pollet,"Joséphine de Meaux, Patrick Catalifo, Dominique Reymond",France,Jour2fête,Box Office France,1 550,"2,7","2,7",164705,0,20.04,14.19,17.84,16.28,14.91
6299,favolacce,2021-10-13,Drame,1h 40min,Fabio D'Innocenzo,"Damiano D'Innocenzo, Damiano D'Innocenzo, Fabio D'Innocenzo","Elio Germano, Barbara Chichiarelli, Lino Musella",Italie,Le Pacte,Box Office France,2 986,"2,9","3,0",4422,0,17.37,13.14,12.33,9.73,10.64
6300,le quattro volte,2010-12-29,Drame,1h 28min,Michelangelo Frammartino,Michelangelo Frammartino,"Giuseppe Fuda, Bruno Timpano, Nazareno Timpan",Suisse,Les Films du Losange,Box Office France,15 125,"3,9","2,8",57565,0,12.13,1.58,4.19,1.45,1.41
6301,ma bonne étoile,2012-07-11,"Drame, Comédie",1h 36min,Anne Fassio,"Régis Anders, Jean Falculete","Christopher Lambert, Claude Brasseur, Fleur Lise Heuet",France,StudioCanal,Box Office France,72 911,"2,3","3,6",740808,0,18.8,15.97,17.9,17.55,14.6
6302,kuma,2012-06-06,Drame,1h 33min,Umut Dağ,"Umut Dağ, Petra Ladinigg","Begüm Akkaya, Vedat Erincin, Nihal Koldaş",Autriche,KMBO,Box Office France,18 407,"3,3","3,9",320254,0,17.43,14.91,17.93,16.67,14.64
6303,meltem,2019-03-13,Drame,1h 27min,Basile Doganis,"Basile Doganis, Fadette Drouard","Daphne Patakia, Rabah Naït Oufella, Lamine Cissokho",France,Jour2fête,Box Office France,1 577,"2,9","2,8",17764,0,9.09,7.91,10.06,8.27,8.22
6304,medianeras,2011-06-01,"Romance, Comédie",1h 35min,Gustavo Taretto,Gustavo Taretto,"Javier Drolas, Pilar López de Ayala, Inés Efron",Espagne,Jour2fête,Box Office France,14 163,"2,9","3,8",216984,11000000,18.62,16.86,19.38,18.46,16.41
6305,l'enfance du mal,2010-05-12,"Drame, Thriller",1h 30min,Olivier Coussemacq,Olivier Coussemacq,"Anaïs Demoustier, Pascal Greggory, Ludmila Mikaël",France,Zelig Films Distribution,Box Office France,12 611,"3,1","2,5",52624,0,12.65,8.94,13.13,11.27,10.89
6310,carré blanc,2011-09-07,Drame,1h 17min,Jean-Baptiste Leonetti,Jean-Baptiste Leonetti,"Sami Bouajila, Julie Gayet, Jean-Pierre Andreani",France,DistriB Films,Box Office France,1 065,"2,7","2,3",324517,0,23.12,17.11,21.15,21.84,19.48
6311,je suis à toi,2015-10-07,"Drame, Romance, Comédie",1h 42min,David Lambert,David Lambert,"Nahuel Perez Biscayart, Jean-Michel Balthazar, Monia Chokri",Belgique,Outplay Films,Box Office France,1 895,"2,9","3,6",35651,0,17.5,9.51,13.01,12.25,11.73
6314,do-nui mat,2013-01-23,Drame,1h 55min,Im Sang-soo,Im Sang-soo,"Kang-Woo Kim, Yun-Shik Baek, Yuh-Jung Youn",Corée du Sud,Wild Side Films / Le Pacte,Box Office France,12 708,"3,4","3,1",656378,Erreur lors de la requête API 2.,2.41,-0.84,4.75,1.18,2.96
6317,the island,2012-07-11,"Drame, Romance",1h 48min,Kamen Kalev,Kamen Kalev,"Thure Lindhardt, Laetitia Casta, Alejandro Jodorowsky",Bulgarie,Le Pacte,Box Office France,375,"2,2","2,0",60558,126000000,18.8,15.97,17.9,17.55,14.6
