,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
1067,ricky,2009-02-11,"Comédie dramatique, Fantastique",1h 29min,François Ozon,François Ozon,"Alexandra Lamy, Sergi López, Mélusine Mayance",France,Le Pacte,Box Office France,135 612,"3,7","2,1",435627,0
1068,le monde d'après,2022-10-26,Comédie,1h 01min,Laurent Firode,Laurent Firode,"Irène Ismailoff, Patrick Dross, Matthieu Moerlen",France,Bon Voyage Films,Box Office France,283,"1,8","4,1",21792,0
1069,the forever purge,2021-08-04,"Action, Thriller, Epouvante-horreur",1h 44min,Everardo Gout,James DeMonaco,"Ana de la Reguera, Tenoch Huerta, Josh Lucas",U.S.A.,Universal Pictures International France,Box Office France,173 729,"3,2","2,3",158436,18000000
1070,le test,2021-12-29,"Comédie, Famille",1h 19min,Emmanuel Poulain-Arnaud,"Emmanuel Poulain-Arnaud, Noé Debré","Alexandra Lamy, Philippe Katerine, Matteo Perez",France,Apollo Films,Box Office France,150 143,"3,4","3,1",103868,0
1071,les lyonnais,2011-11-30,Policier,1h 42min,Olivier Marchal,"Olivier Marchal, Edgar Marie","Gérard Lanvin, Tchéky Karyo, Daniel Duval",France,Gaumont Distribution,Box Office France,460 207,"2,8","3,7",2511057,0
1072,3:10 to yuma,2008-03-26,"Western, Drame",2h 02min,James Mangold,"Derek Haas, Michael Brandt","Russell Crowe, Christian Bale, Peter Fonda",U.S.A.,TFM Distribution,Box Office France,112 959,"3,3","3,9",157715,55000000
1073,frida,2003-04-16,"Biopic, Drame",2h 00min,Julie Taymor,"Clancy Sigel, Diane Lake","Salma Hayek, Alfred Molina, Geoffrey Rush",U.S.A.,TFM Distribution,Box Office France,102 767,"3,7","3,8",63062,12000000
1074,the three musketeers,2011-10-12,"Action, Aventure, Romance",1h 50min,Paul W.S. Anderson,"Andrew Davies, Alex Litvak","Logan Lerman, Milla Jovovich, Matthew Macfadyen",U.S.A.,UGC Distribution,Box Office France,220 403,"2,3","2,2",1534518,0
1075,knowing,2009-04-01,"Thriller, Science fiction",2h 01min,Alex Proyas,"Stiles White, Juliet Snowden","Nicolas Cage, Rose Byrne, Chandler Canterbury",U.S.A.,SND,Box Office France,465 607,"2,8","2,8",1187112,50000000
1076,she said,2022-11-23,"Drame, Biopic, Judiciaire",2h 09min,Maria Schrader,Rebecca Lenkiewicz,"Carey Mulligan, Zoe Kazan, Patricia Clarkson",U.S.A.,Universal Pictures International France,Box Office France,58 007,"3,6","3,8",138186,32000000
1077,sin city,2005-06-01,"Action, Thriller, Policier",2h 03min,Robert Rodriguez,"Frank Miller, Quentin Tarantino, Robert Rodriguez, Frank Miller","Bruce Willis, Mickey Rourke, Jessica Alba",U.S.A.,Pan Européenne Edition,Box Office France,430 479,"3,6","4,0",618967,40000000
1078,28 weeks later,2007-09-19,"Science fiction, Epouvante-horreur, Thriller",1h 40min,Juan Carlos Fresnadillo,"Rowan Joffe, Juan Carlos Fresnadillo","Robert Carlyle, Rose Byrne, Harold Perrineau",Grande-Bretagne,Twentieth Century Fox France,Box Office France,166 035,"3,3","3,6",499259,15000000
1079,le dindon,2019-09-25,Comédie,1h 25min,Jalil Lespert,"Jalil Lespert, Guillaume Gallienne","Dany Boon, Guillaume Gallienne, Alice Pol",France,Pathé,Box Office France,151 796,"1,9","1,9",449179,0
1080,braqueurs,2016-05-04,"Policier, Drame, Thriller",1h 21min,Julien Leclercq,"Julien Leclercq, Simon Moutaïrou","Sami Bouajila, Guillaume Gouix, Redouane Behache",France,SND,Box Office France,176 071,"3,3","3,5",870629,0
1082,mission pays basque,2017-07-12,Comédie,1h 38min,Ludovic Bernard,"Michel Delgado, Eric Heumann","Élodie Fontan, Florent Peyre, Daniel Prévost",France,Paradis Films,Box Office France,74 976,"2,6","2,3",7094,0
1083,triple 9,2016-03-16,"Thriller, Action",1h 55min,John Hillcoat,Matt Cook,"Casey Affleck, Anthony Mackie, Kate Winslet",U.S.A.,Mars Films,Box Office France,163 624,"3,7","3,3",590887,20000000
1084,the girl with the dragon tattoo,2012-01-18,"Policier, Thriller",2h 38min,David Fincher,Steven Zaillian,"Rooney Mara, Daniel Craig, Christopher Plummer",U.S.A.,Sony Pictures Releasing France,Box Office France,477 509,"3,8","4,0",2477898,13000000
1085,the cakemaker,2018-06-06,Drame,1h 45min,Ofir Raul Graizer,Ofir Raul Graizer,"Tim Kalkhof, Sarah Adler, Roy Miller",Allemagne,Damned Distribution,Box Office France,8 188,"3,2","4,1",119355,0
1086,falcon lake,2022-12-07,"Comédie dramatique, Romance, Drame, Comédie",1h 40min,Charlotte Le Bon,Charlotte Le Bon,"Joseph Engel, Sara Montpetit, Monia Chokri",France,Tandem,Box Office France,12 118,"3,8","3,7",126660,0
1087,the adventures of tintin: secret of the unicorn,2011-10-26,"Aventure, Animation, Action, Famille",1h 47min,Steven Spielberg,"Steven Moffat, Edgar Wright","Jamie Bell, Andy Serkis, Patrick Bethune",U.S.A.,Sony Pictures Releasing France,Box Office France,3 158 313,"3,5","3,7",2911230,130000000
1088,matthias et maxime,2019-10-16,Drame,2h 01min,Xavier Dolan,Xavier Dolan,"Gabriel D'Almeida Freitas, Xavier Dolan, Pier-Luc Funk",Canada,Diaphana Distribution,Box Office France,87 310,"3,3","3,5",293976,0
1089,ahlat agaci,2018-08-08,Drame,3h 08min,Nuri Bilge Ceylan,"Ebru Ceylan, Nuri Bilge Ceylan","Doğu Demirkol, Murat Cemcir, Bennu Yıldırımlar",France,Memento Distribution,Box Office France,32 707,"4,0","3,7",93011,0
1090,serre moi fort,2021-09-08,Drame,1h 37min,Mathieu Amalric,Mathieu Amalric,"Vicky Krieps, Arieh Worthalter, Aurélia Petit",France,Gaumont Distribution,Box Office France,43 695,"3,8","3,3",118326,0
1091,la tour 2 contrôle infernale,2016-02-10,Comédie,1h 28min,Eric Judor,"Eric Judor, Ramzy Bedia","Eric Judor, Ramzy Bedia, Marina Foïs",France,Légende Distribution,Box Office France,255 033,"3,1","1,4",651897,0
1092,the hate u give,2019-01-23,Drame,2h 13min,George Tillman Jr.,Audrey Wells,"Amandla Stenberg, Regina Hall, Russell Hornsby",U.S.A.,Twentieth Century Fox France,Box Office France,97 825,"3,1","4,1",267678,23000000
1093,warrior,2011-09-14,"Action, Drame",2h 20min,Gavin O'Connor,"A.M. Tambakis, Gavin O'Connor","Joel Edgerton, Tom Hardy, Jennifer Morrison",U.S.A.,Metropolitan FilmExport,Box Office France,100 169,"3,6","4,3",991363,25000000
1094,harry potter and the deathly hallows - part 2,2011-07-13,"Fantastique, Aventure",2h 10min,David Yates,Steve Kloves,"Daniel Radcliffe, Rupert Grint, Emma Watson",U.S.A.,Warner Bros. France,Box Office France,3 129 485,"3,8","4,2",2989415,125000000
1095,shame,2011-12-07,Drame,1h 39min,Steve McQueen (II),"Abi Morgan, Steve McQueen (II)","Michael Fassbender, Carey Mulligan, James Badge Dale",Grande-Bretagne,MK2 Diffusion,Box Office France,140 037,"4,0","3,6",2072002,6500000
1096,lilo & stitch,2002-06-22,"Animation, Aventure, Comédie, Famille, Science fiction",1h 25min,Dean DeBlois,"Chris Sanders, Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere",U.S.A.,1 nomination,Box Office France,220 775,"3,7","3,7",29854,80000000
1097,8 mile,2003-02-26,"Drame, Musical",1h 50min,Curtis Hanson,"Scott Silver, Jesse Wigutow"," Eminem, Kim Basinger, Mekhi Phifer",U.S.A.,United International Pictures (UIP),Box Office France,922 854,"3,8","3,7",142103,41000000
1098,fast five,2011-05-04,"Action, Thriller",2h 10min,Justin Lin,Chris Morgan,"Vin Diesel, Paul Walker, Dwayne Johnson",U.S.A.,Universal Pictures International France,Box Office France,1 179 765,"3,3","3,6",2481691,125000000
1099,trois jours et une vie,2019-09-18,"Drame, Thriller",2h 00min,Nicolas Boukhrief,"Pierre Lemaitre, Perrine Margaine","Sandrine Bonnaire, Pablo Pauly, Jeremy Senez",France,Gaumont Distribution,Box Office France,56 258,"3,2","3,8",571725,0
1100,brightburn,2019-06-26,Epouvante-horreur,1h 30min,David Yarovesky,"Brian Gunn, Mark Gunn","Elizabeth Banks, David Denman, Jackson A. Dunn",U.S.A.,Sony Pictures Releasing France,Box Office France,105 229,"2,9","2,8",178843,6000000
1101,irréversible - inversion intégrale,2020-08-26,"Drame, Thriller",1h 30min,Gaspar Noé,Gaspar Noé,"Monica Bellucci, Vincent Cassel, Albert Dupontel",France,Carlotta Films,Box Office France,2 905,"3,6",--,54781,3500000
1102,after yang,2022-07-06,"Science fiction, Drame",1h 36min,Kogonada, Kogonada,"Colin Farrell, Jodie Turner-Smith, Malea Emma Tjandrawidjaja",U.S.A.,Condor Distribution,Box Office France,14 818,"3,2","2,8",73528,0
1103,l'arnacoeur,2010-03-17,"Comédie, Romance",1h 45min,Pascal Chaumeil,"Laurent Zeitoun, Jeremy Doner","Romain Duris, Vanessa Paradis, Julie Ferrier",France,Universal Pictures International France,Box Office France,1 167 598,"4,0","3,8",2842513,8700000
1105,fratè,2022-06-15,Comédie,1h 25min,Karole Rocher,"Barbara Biancardini, Thomas Ngijol, Patrick Rocher (II)","Thomas Ngijol, Samir Guesmi, Marie-Ange Geronimi",France,Le Pacte,Box Office France,36 400,"2,9","1,6",122976,0
1106,caché,2005-10-05,"Thriller, Drame",1h 55min,Michael Haneke,Michael Haneke,"Daniel Auteuil, Juliette Binoche, Maurice Bénichou",France,Les Films du Losange,Box Office France,170 754,"4,1","2,7",114339,8731048
1107,les méchants,2021-09-08,Comédie,1h 24min,Mouloud Achour,"Dominique Baumard, Mouloud Achour, Dominique Baumard","Roman Frayssinet,  Djimo, Ludivine Sagnier",France,Le Pacte,Box Office France,77 098,"2,7","1,8",163735,0
1108,eastern promises,2007-11-07,Thriller,1h 40min,David Cronenberg,Steven Knight,"Viggo Mortensen, Naomi Watts, Vincent Cassel",U.S.A.,Metropolitan FilmExport,Box Office France,309 843,"4,2","4,0",516691,51500000
1109,den skyldige,2018-07-18,Thriller,1h 28min,Gustav Möller,"Gustav Möller, Emil Nygaard Albertsen","Jakob Cedergren, Jacob Lohmann, Morten Thunbo",Danemark,ARP Sélection,Box Office France,51 612,"4,1","4,1",487783,0
1110,captain america: the first avenger,2011-08-17,"Action, Aventure, Science fiction",2h 04min,Joe Johnston,"Christopher Markus, Stephen McFeely","Chris Evans, Hayley Atwell, Sebastian Stan",U.S.A.,Paramount Pictures France,Box Office France,444 480,"3,3","3,5",1791048,140000000
1111,king,2022-02-16,"Aventure, Famille",1h 45min,David Moreau,"Zoé Bruneau, David Moreau","Gérard Darmon, Lou Lambrecht, Léo Lorléac'h",France,Pathé,Box Office France,228 478,"3,2","2,7",147347,0
1112,le temps des secrets,2022-03-23,Famille,1h 48min,Christophe Barratier,Christophe Barratier,"Léo Campion (II), Guillaume De Tonquédec, Mélanie Doutey",France,Pathé,Box Office France,170 019,"2,6","3,6",109935,0
1113,les éblouis,2019-11-20,Drame,1h 39min,Sarah Suco,"Sarah Suco, Nicolas Silhol","Camille Cottin, Jean-Pierre Darroussin, Eric Caravaca",France,Pyramide Distribution,Box Office France,81 678,"3,7","3,8",393974,0
1115,inherent vice,2015-03-04,Drame,2h 29min,Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson",U.S.A.,Warner Bros. France,Box Office France,60 642,"3,4","3,0",413614,20000000
1116,populaire,2012-11-28,Comédie,1h 51min,Regis Roinsard,"Regis Roinsard, Daniel Presley","Romain Duris, Déborah François, Bérénice Bejo",France,Mars Films,Box Office France,406 295,"3,8","3,7",1452792,0
1118,pamfir,2022-11-02,Drame,1h 42min,Dmytro Sukholytkyy-Sobchuk,Dmytro Sukholytkyy-Sobchuk,"Oleksandr Yatsentyuk, Stanislav Potiak, Solomiya Kyrylova",Ukraine,Condor Distribution,Box Office France,17 829,"3,8","3,9",117293,0
1119,the manchurian candidate,2004-11-03,"Thriller, Drame",2h 10min,Jonathan Demme,"Daniel Pyne, Dean Georgaris","Bill Irwin, Jose Pablo Cantillo, Denzel Washington",U.S.A.,United International Pictures (UIP),Box Office France,176 822,"3,3","2,8",104638,80000000
1120,la petite bande,2022-07-20,Comédie,1h 48min,Pierre Salvadori,"Pierre Salvadori, Benoît Graffin","Paul Belhoste, Mathys Clodion-Gines, Aymé Medeville",France,Gaumont Distribution,Box Office France,45 538,"3,4","3,5",94913,0
1121,the da vinci code,2006-05-17,Thriller,2h 32min,Ron Howard,Akiva Goldsman,"Tom Hanks, Audrey Tautou, Jean Reno",U.S.A.,Gaumont Columbia Tristar Films,Box Office France,1 707 373,"1,4","2,8",1540497,125000000
1122,contre-enquête,2007-03-07,Policier,1h 25min,Franck Mancuso,Franck Mancuso,"Jean Dujardin, Laurent Lucas, Aurélien Recoing",France,Pathé,Box Office France,323 499,"2,1","3,4",404730,0
1123,spider-man 3,2007-05-01,"Fantastique, Action",2h 19min,Sam Raimi,"Alvin Sargent, Sam Raimi","Tobey Maguire, Kirsten Dunst, James Franco",U.S.A.,Gaumont Columbia Tristar Films,Box Office France,2 778 533,"3,7","3,5",2487225,258000000
1125,love is strange,2014-11-12,Drame,1h 35min,Ira Sachs,"Ira Sachs, Maurício Zacharias","Alfred Molina, John Lithgow, Marisa Tomei",U.S.A.,Pretty Pictures,Box Office France,17 431,"3,6","3,7",184121,0
1126,la vraie famille,2022-02-16,Drame,1h 42min,Fabien Gorgeart,Fabien Gorgeart,"Mélanie Thierry, Lyes Salem, Félix Moati",France,Le Pacte,Box Office France,61 129,"3,6","4,1",165203,0
1127,les misérables,2013-02-13,"Drame, Musical",2h 38min,Tom Hooper,Bill Nicholson,"Hugh Jackman, Russell Crowe, Anne Hathaway",Grande-Bretagne,Universal Pictures International France,Box Office France,127 909,"2,3","3,1",939793,0
1128,the matrix reloaded,2003-05-16,"Science fiction, Action",2h 18min,Lilly Wachowski,"Lana Wachowski, Lilly Wachowski, Lana Wachowski","Tiger Hu Chen, Keanu Reeves, Laurence Fishburne",U.S.A.,Warner Bros. France,Box Office France,1 506 238,"3,2","3,7",83133,150000000
1129,ma langue au chat,2023-04-26,Comédie,1h 43min,Cécile Telerman,"Cécile Telerman, Xavier Daugreilh","Zabou Breitman, Pascal Elbé, Mélanie Bernier",France,Zinc Film,Box Office France,52 377,"2,7","3,2",35274,3830000
1130,manbiki kazoku,2018-12-12,Drame,2h 01min,Hirokazu Kore-eda,Hirokazu Kore-eda,"Lily Franky, Sakura Andô, Mayu Matsuoka",Japon,Le Pacte,Box Office France,178 544,"4,5","4,2",649535,0
1131,something's gotta give,2004-02-04,"Romance, Comédie",2h 13min,Nancy Meyers,Nancy Meyers,"Jack Nicholson, Diane Keaton, Amanda Peet",U.S.A.,Warner Bros. France,Box Office France,306 942,"2,9","2,9",70292,80000000
1132,män som hatar kvinnor,2009-05-13,"Thriller, Policier",2h 32min,Niels Arden Oplev,"Nikolaj Arcel, Rasmus Heisterberg","Michael Nyqvist, Noomi Rapace, Lena Endre",Danemark,UGC Distribution,Box Office France,444 618,"3,4","3,9",691163,13000000
1133,mr. nobody,2010-01-13,"Fantastique, Science fiction, Drame",2h 21min,Jaco van Dormael,Jaco van Dormael,"Jared Leto, Sarah Polley, Diane Kruger",France,Pathé,Box Office France,81 237,"2,8","3,9",673290,47000000
1134,capharnaüm,2018-10-17,Drame,2h 00min,Nadine Labaki,"Nadine Labaki, Jihad Hojeily","Zain Al Rafeea, Cedra Izam, Nadine Labaki",Liban,Gaumont Distribution,Box Office France,108 057,"3,0","4,3",602499,4000000
1135,mystère à saint-tropez,2021-07-14,Comédie,1h 31min,Nicolas Benamou,"Christian Clavier, Jean-François Halin","Christian Clavier, Benoît Poelvoorde, Thierry Lhermitte",France,StudioCanal,Box Office France,116 540,"3,0","1,6",268148,16438275
1136,tears of the sun,2003-07-23,"Guerre, Action, Drame",2h 01min,Antoine Fuqua,"Patrick Cirillo, Alex Lasker","Bruce Willis, Monica Bellucci, Cole Hauser",U.S.A.,Columbia TriStar Films,Box Office France,241 051,"2,0","3,1",80629,75000000
1137,brave,2012-08-01,"Animation, Aventure, Comédie",1h 35min,Mark Andrews,"Steve Purcell, Brenda Chapman, Mark Andrews, Steve Purcell","Bérénice Bejo, Kelly Macdonald, Jacques Frantz",U.S.A.,The Walt Disney Company France,Box Office France,955 285,"3,5","3,8",2938661,185000000
1138,the amazing spider-man,2012-07-04,"Action, Fantastique, Aventure",2h 17min,Marc Webb,"James Vanderbilt, Alvin Sargent","Andrew Garfield, Emma Stone, Rhys Ifans",U.S.A.,Sony Pictures Releasing France,Box Office France,1 083 208,"3,0","3,5",2188564,215000000
1139,la belle saison,2015-08-19,"Drame, Romance",1h 46min,Catherine Corsini,"Catherine Corsini, Laurette Polmanss","Cécile de France, Izïa Higelin, Noémie Lvovsky",France,Pyramide Distribution,Box Office France,120 168,"3,7","3,7",637698,0
1140,bad times at the el royale,2018-11-07,"Policier, Thriller",2h 22min,Drew Goddard,Drew Goddard,"Jeff Bridges, Cynthia Erivo, Chris Hemsworth",U.S.A.,Twentieth Century Fox France,Box Office France,83 684,"2,9","3,5",290434,32000000
1141,black hawk down,2002-02-20,"Action, Drame, Guerre",2h 23min,Ridley Scott,"Ken Nolan, Steven Zaillian","Josh Hartnett, Ewan McGregor, Tom Sizemore",Grande-Bretagne,Columbia TriStar Films,Box Office France,299 043,"2,9","3,9",78630,92000000
1142,suzanne,2013-12-18,Drame,1h 34min,Katell Quillévéré,"Katell Quillévéré, Mariette Désert","Sara Forestier, François Damiens, Adèle Haenel",France,Mars Films,Box Office France,95 099,"4,1","3,6",508565,0
1143,canailles,2022-09-14,Comédie dramatique,1h 26min,Christophe Offenstein,"Narjiss Slaoui, Gabor Rassov","François Cluzet, José Garcia, Doria Tillier",France,UGC Distribution / Orange Studio,Box Office France,36 523,"2,4","2,0",124402,0
1144,maleficent,2014-05-28,"Fantastique, Aventure",1h 37min,Robert Stromberg,Linda Woolverton,"Angelina Jolie, Elle Fanning, Sharlto Copley",U.S.A.,The Walt Disney Company France,Box Office France,627 607,"3,6","3,7",999323,180000000
1145,un beau matin,2022-10-05,"Drame, Romance",1h 54min,Mia Hansen-Løve,Mia Hansen-Løve,"Léa Seydoux, Pascal Greggory, Melvil Poupaud",France,Les Films du Losange,Box Office France,35 039,"3,7","3,4",121570,0
1146,beast,2022-08-24,"Thriller, Action, Drame",1h 33min,Baltasar Kormákur,Ryan Engle,"Idris Elba, Sharlto Copley, Iyana Halley",U.S.A.,Universal Pictures International France,Box Office France,116 929,"2,7","2,4",128193,0
1147,frozen,2013-11-20,"Animation, Aventure, Fantastique, Comédie musicale",1h 42min,Chris Buck,"Jennifer Lee, Jennifer Lee, Shane Morris","Emmylou Homs, Kristen Bell, Anaïs Delva",U.S.A.,The Walt Disney Company France,Box Office France,29 213,"3,5","3,9",1287986,150000000
1148,déjà vu,2006-12-13,"Policier, Science fiction, Action",2h 10min,Tony Scott,"Terry Rossio, Bill Marsilli","Denzel Washington, Jim Caviezel, Paula Patton",U.S.A.,Buena Vista International,Box Office France,261 617,"2,8","3,5",576627,75000000
1149,candyman,2021-09-29,Epouvante-horreur,1h 31min,Nia DaCosta,"Jordan Peele, Win Rosenfeld","Yahya Abdul-Mateen II, Teyonah Parris, Nathan Stewart-Jarrett",U.S.A.,Universal Pictures International France,Box Office France,74 266,"2,9","2,0",111421,25000000
1150,antlers,2021-11-17,"Epouvante-horreur, Thriller",1h 39min,Scott Cooper,"Nick Antosca, Henry Chaisson","Keri Russell, Jesse Plemons, Jeremy T. Thomas",U.S.A.,The Walt Disney Company France,Box Office France,75 483,"2,7","2,4",89535,17000000
1151,eté 85,2020-07-14,Drame,1h 41min,François Ozon,François Ozon,"Félix Lefebvre, Benjamin Voisin, Philippine Velge",France,Diaphana Distribution,Box Office France,137 684,"3,9","3,7",399027,6900000
1152,fireheart,2022-02-02,"Animation, Famille, Comédie",1h 33min,Laurent Zeitoun,"Theodore Ty, Laurent Zeitoun, Jennica Harper","Alice Pol, Alice Pol, Vincent Cassel",France,SND,Box Office France,26,"3,5","3,4",261072,0
1153,dc league of super-pets,2022-07-27,"Animation, Fantastique, Aventure, Famille",1h 46min,Jared Stern,"Sam Levine, Jared Stern, John Whittington (V)","Dwayne Johnson, Kevin Hart, Muriel Robin",U.S.A.,Warner Bros. France,Box Office France,333 361,"3,4","3,2",76629,90000000
1154,iris,2016-11-16,"Thriller, Policier",1h 34min,Jalil Lespert,Jalil Lespert,"Romain Duris, Charlotte Le Bon, Jalil Lespert",France,Universal Pictures International France,Box Office France,102 231,"2,6","2,7",287201,0
1155,the boy,2016-01-27,Epouvante-horreur,1h 37min,William Brent Bell,Stacey Menear,"Lauren Cohan, Rupert Evans, Ben Robson",U.S.A.,Metropolitan FilmExport,Box Office France,174 621,"3,1","2,9",298092,10000000
